name,z,lat,lon,cortarNo
안동시 길안면 용계리,,,,
안동시 길안면 대곡리,,,,
안동시 길안면 현하리,,,,
안동시 임동면,14,36.56885,128.917576,4717040000
안동시 임동면 중평리,,,,
안동시 임동면 수곡리,,,,
안동시 임동면 고천리,,,,
안동시 임동면 갈전리,,,,
안동시 임동면 마령리,,,,
안동시 임동면 위리,,,,
안동시 임동면 대곡리,,,,
안동시 임동면 박곡리,,,,
안동시 임동면 마리,,,,
안동시 임동면 사월리,,,,
안동시 임동면 지리,,,,
안동시 임동면 망천리,,,,
안동시 예안면,14,36.661282,128.885127,4717041000
안동시 예안면 천전리,,,,
안동시 예안면 부포리,,,,
안동시 예안면 귀단리,,,,
안동시 예안면 태곡리,,,,
안동시 예안면 인계리,,,,
안동시 예안면 삼계리,,,,
안동시 예안면 도촌리,,,,
안동시 예안면 동천리,,,,
안동시 예안면 신남리,,,,
안동시 예안면 기사리,,,,
안동시 예안면 도목리,,,,
안동시 예안면 주진리,,,,
안동시 예안면 계곡리,,,,
안동시 예안면 정산리,,,,
안동시 예안면 구룡리,,,,
안동시 예안면 미질리,,,,
안동시 도산면,14,36.74196,128.83335,4717042000
안동시 도산면 토계리,,,,
안동시 도산면 분천리,,,,
안동시 도산면 의촌리,,,,
안동시 도산면 원천리,,,,
안동시 도산면 단천리,,,,
안동시 도산면 가송리,,,,
안동시 도산면 태자리,,,,
안동시 도산면 온혜리,,,,
안동시 도산면 운곡리,,,,
안동시 도산면 의일리,,,,
안동시 도산면 동부리,,,,
안동시 도산면 서부리,,,,
안동시 도산면 선양리,,,,
안동시 녹전면,14,36.742451,128.77365,4717043000
안동시 녹전면 신평리,,,,
안동시 녹전면 갈현리,,,,
안동시 녹전면 매정리,,,,
안동시 녹전면 원천리,,,,
안동시 녹전면 사천리,,,,
안동시 녹전면 녹래리,,,,
안동시 녹전면 죽송리,,,,
안동시 녹전면 구송리,,,,
안동시 녹전면 사신리,,,,
안동시 녹전면 서삼리,,,,
구미시,,,,
구미시 원평동,14,36.127499,128.336187,4719010100
구미시 지산동,14,36.139467,128.345818,4719010200
구미시 도량동,14,36.140517,128.332519,4719010300
구미시 봉곡동,14,36.152049,128.31185,4719010400
구미시 부곡동,14,36.157357,128.2956,4719010500
구미시 선기동,14,36.1354,128.3038,4719010600
구미시 수점동,14,36.1129,128.2842,4719010700
구미시 남통동,14,36.1093,128.307,4719010800
구미시 형곡동,14,36.106624,128.334287,4719010900
구미시 송정동,14,36.118399,128.347375,4719011000
구미시 신평동,14,36.1212,128.3626,4719011100
구미시 비산동,14,36.12372,128.380815,4719011200
구미시 공단동,14,36.0993,128.3798,4719011300
구미시 광평동,14,36.104713,128.366042,4719011400
구미시 사곡동,14,36.1002,128.3533,4719011500
구미시 상모동,14,36.0867,128.3451,4719011600
구미시 임은동,14,36.0869,128.3642,4719011700
구미시 오태동,14,36.0722,128.3659,4719011800
구미시 신동,14,36.0966,128.4651,4719011900
구미시 구평동,14,36.0896,128.4449,4719012000
구미시 황상동,14,36.1159,128.4401,4719012100
구미시 인의동,14,36.1068,128.4353,4719012200
구미시 진평동,14,36.0949,128.4236,4719012300
구미시 시미동,14,36.092015,128.4111,4719012400
구미시 임수동,14,36.115,128.4042,4719012500
구미시 양호동,14,36.1377,128.3784,4719012600
