법정동코드	법정동명	폐지여부
4715042028	김천시 지례면 이전리	존재
4715042029	김천시 지례면 울곡리	존재
4715042030	김천시 지례면 여배리	존재
4715043000	김천시 부항면	존재
4715043021	김천시 부항면 신옥리	존재
4715043022	김천시 부항면 유촌리	존재
4715043023	김천시 부항면 지좌리	존재
4715043024	김천시 부항면 사등리	존재
4715043025	김천시 부항면 월곡리	존재
4715043026	김천시 부항면 어전리	존재
4715043027	김천시 부항면 하대리	존재
4715043028	김천시 부항면 해인리	존재
4715043029	김천시 부항면 대야리	존재
4715043030	김천시 부항면 파천리	존재
4715043031	김천시 부항면 안간리	존재
4715043032	김천시 부항면 두산리	존재
4715043033	김천시 부항면 희곡리	존재
4715044000	김천시 대덕면	존재
4715044021	김천시 대덕면 연화리	존재
4715044022	김천시 대덕면 덕산리	존재
4715044023	김천시 대덕면 외감리	존재
4715044024	김천시 대덕면 내감리	존재
4715044025	김천시 대덕면 가례리	존재
4715044026	김천시 대덕면 조룡리	존재
4715044027	김천시 대덕면 추량리	존재
4715044028	김천시 대덕면 관기리	존재
4715044029	김천시 대덕면 화전리	존재
4715044030	김천시 대덕면 문의리	존재
4715044031	김천시 대덕면 대리	존재
4715044032	김천시 대덕면 중산리	존재
4715045000	김천시 증산면	존재
4715045021	김천시 증산면 황항리	존재
4715045022	김천시 증산면 부항리	존재
4715045023	김천시 증산면 동안리	존재
4715045024	김천시 증산면 황정리	존재
4715045025	김천시 증산면 평촌리	존재
4715045026	김천시 증산면 수도리	존재
4715045027	김천시 증산면 유성리	존재
4715045028	김천시 증산면 금곡리	존재
4715045029	김천시 증산면 장전리	존재
4715045030	김천시 증산면 황점리	존재
4715090100	김천시 용호동	폐지
4715090200	김천시 금산동	폐지
4715090300	김천시 미곡동	폐지
4715090400	김천시 대응동	폐지
4717000000	안동시	존재
4717010100	안동시 삼산동	존재
4717010200	안동시 서부동	존재
4717010300	안동시 북문동	존재
4717010400	안동시 명륜동	존재
4717010500	안동시 신안동	존재
4717010600	안동시 율세동	존재
4717010700	안동시 옥정동	존재
4717010800	안동시 신세동	존재
