name,z,lat,lon,cortarNo
밀양시 단장면 국전리,,,,
밀양시 단장면 무릉리,,,,
밀양시 단장면 사연리,,,,
밀양시 단장면 범도리,,,,
밀양시 단장면 고례리,,,,
밀양시 단장면 구천리,,,,
밀양시 상남면,14,35.448391,128.753486,4827036000
밀양시 상남면 기산리,,,,
밀양시 상남면 예림리,,,,
밀양시 상남면 연금리,,,,
밀양시 상남면 평촌리,,,,
밀양시 상남면 마산리,,,,
밀양시 상남면 동산리,,,,
밀양시 상남면 조음리,,,,
밀양시 상남면 남산리,,,,
밀양시 상남면 외산리,,,,
밀양시 초동면,14,35.421585,128.672913,4827037000
밀양시 초동면 오방리,,,,
밀양시 초동면 범평리,,,,
밀양시 초동면 명성리,,,,
밀양시 초동면 대곡리,,,,
밀양시 초동면 반월리,,,,
밀양시 초동면 검암리,,,,
밀양시 초동면 금포리,,,,
밀양시 초동면 성만리,,,,
밀양시 초동면 신호리,,,,
밀양시 초동면 신월리,,,,
밀양시 초동면 덕산리,,,,
밀양시 초동면 봉황리,,,,
밀양시 무안면,14,35.470786,128.651333,4827038000
밀양시 무안면 무안리,,,,
밀양시 무안면 신법리,,,,
밀양시 무안면 삼태리,,,,
밀양시 무안면 화봉리,,,,
밀양시 무안면 죽월리,,,,
밀양시 무안면 양효리,,,,
밀양시 무안면 내진리,,,,
밀양시 무안면 동산리,,,,
밀양시 무안면 판곡리,,,,
밀양시 무안면 운정리,,,,
밀양시 무안면 마흘리,,,,
밀양시 무안면 정곡리,,,,
밀양시 무안면 연상리,,,,
밀양시 무안면 성덕리,,,,
밀양시 무안면 모로리,,,,
밀양시 무안면 덕암리,,,,
밀양시 무안면 중산리,,,,
밀양시 무안면 웅동리,,,,
밀양시 무안면 가례리,,,,
밀양시 무안면 고라리,,,,
밀양시 청도면,14,35.548908,128.62445,4827039000
밀양시 청도면 구기리,,,,
밀양시 청도면 소태리,,,,
밀양시 청도면 두곡리,,,,
밀양시 청도면 조천리,,,,
밀양시 청도면 인산리,,,,
밀양시 청도면 고법리,,,,
밀양시 청도면 요고리,,,,
거제시,,,,
거제시 능포동,14,34.879199,128.734566,4831010100
거제시 장승포동,14,34.86735,128.727142,4831010200
거제시 두모동,14,34.877,128.723,4831010300
거제시 아양동,14,34.865565,128.707812,4831010400
거제시 아주동,14,34.866083,128.692145,4831010500
거제시 옥포동,14,34.89484,128.691563,4831010600
거제시 덕포동,14,34.9152,128.7032,4831010700
거제시 장평동,14,34.894357,128.598249,4831010800
거제시 고현동,14,34.882394,128.62307,4831010900
거제시 상동동,14,34.865631,128.628834,4831011000
거제시 문동동,14,34.859115,128.654375,4831011100
거제시 삼거동,14,34.839239,128.654967,4831011200
거제시 양정동,14,34.881526,128.64883,4831011300
거제시 수월동,14,34.888191,128.656445,4831011400
거제시 일운면,14,34.829736,128.703195,4831031000
거제시 일운면 망치리,,,,
거제시 일운면 구조라리,,,,
거제시 일운면 와현리,,,,
거제시 일운면 지세포리,,,,
거제시 일운면 소동리,,,,
거제시 일운면 옥림리,,,,
거제시 동부면,14,34.821617,128.60815,4831032000
거제시 동부면 산촌리,,,,
거제시 동부면 산양리,,,,
거제시 동부면 구천리,,,,
거제시 동부면 부춘리,,,,
거제시 동부면 오송리,,,,
거제시 동부면 가배리,,,,
거제시 동부면 율포리,,,,
거제시 동부면 학동리,,,,
거제시 남부면,14,34.732164,128.610244,4831033000
거제시 남부면 탑포리,,,,
거제시 남부면 저구리,,,,
거제시 남부면 다포리,,,,
거제시 남부면 다대리,,,,
거제시 남부면 갈곶리,,,,
거제시 거제면,14,34.851057,128.5904,4831034000
거제시 거제면 법동리,,,,
거제시 거제면 내간리,,,,
거제시 거제면 외간리,,,,
거제시 거제면 옥산리,,,,
거제시 거제면 서정리,,,,
거제시 거제면 서상리,,,,
거제시 거제면 남동리,,,,
거제시 거제면 동상리,,,,
거제시 거제면 오수리,,,,
거제시 거제면 명진리,,,,
거제시 거제면 소랑리,,,,
거제시 둔덕면,14,34.836907,128.505101,4831035000
거제시 둔덕면 상둔리,,,,
거제시 둔덕면 시목리,,,,
거제시 둔덕면 거림리,,,,
거제시 둔덕면 산방리,,,,
거제시 둔덕면 방하리,,,,
거제시 둔덕면 하둔리,,,,
거제시 둔덕면 어구리,,,,
거제시 둔덕면 술역리,,,,
거제시 둔덕면 학산리,,,,
거제시 사등면,14,34.918943,128.5223,4831036000
거제시 사등면 사곡리,,,,
거제시 사등면 사등리,,,,
거제시 사등면 성포리,,,,
거제시 사등면 지석리,,,,
거제시 사등면 청곡리,,,,
거제시 사등면 오량리,,,,
거제시 사등면 덕호리,,,,
거제시 사등면 창호리,,,,
거제시 연초면,14,34.914545,128.656435,4831037000
거제시 연초면 한내리,,,,
거제시 연초면 오비리,,,,
거제시 연초면 연사리,,,,
거제시 연초면 죽토리,,,,
거제시 연초면 다공리,,,,
거제시 연초면 덕치리,,,,
거제시 연초면 명동리,,,,
거제시 연초면 이목리,,,,
거제시 연초면 천곡리,,,,
거제시 연초면 송정리,,,,
거제시 하청면,14,34.955389,128.655209,4831038000
거제시 하청면 석포리,,,,
거제시 하청면 덕곡리,,,,
거제시 하청면 유계리,,,,
거제시 하청면 하청리,,,,
거제시 하청면 실전리,,,,
